average,boston-seaport,singapore-onenorth,singapore-queenstown,singapore-hollandvillage
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.1455882352941176,1.0,1.2704918032786885,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.3772058823529412,1.3772058823529412,1.0,1.0,1.0
1.3838235294117647,1.3838235294117647,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0926470588235295,1.0926470588235295,1.0,1.0,1.0
1.5294117647058822,1.2316176470588236,1.5532786885245902,1.0,1.0
2.2375,2.204411764705882,1.0614754098360655,1.0,1.0
1.324264705882353,1.324264705882353,1.0,1.0,1.0
1.4301470588235294,1.4301470588235294,1.0,1.0,1.0
1.8139705882352941,1.8139705882352941,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.4830882352941175,1.4830882352941175,1.0,1.0,1.0
2.422794117647059,2.422794117647059,1.0,1.0,1.0
2.389705882352941,2.389705882352941,1.0,1.0,1.0
1.0198529411764705,1.0066176470588235,1.0245901639344261,1.0,1.0
1.152205882352941,1.0,1.2827868852459017,1.0,1.0
1.2580882352941176,1.0,1.4795081967213115,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.1654411764705883,1.0,1.0,1.0,1.3270348837209303
2.402941176470588,1.0,1.0,1.0,3.7732558139534884
2.9323529411764704,1.0,1.0,1.0,4.819767441860465
2.0852941176470585,1.0,1.0,1.0,3.1453488372093026
1.5955882352941178,1.0,1.0,1.0,2.177325581395349
1.536029411764706,1.0,1.0,1.0,2.0595930232558137
1.2117647058823529,1.0,1.0,1.0,1.4186046511627906
1.1852941176470588,1.0,1.0,1.0,1.3662790697674418
1.1985294117647058,1.0,1.0,1.3272727272727272,1.2354651162790697
2.045588235294118,1.0,1.0,1.1636363636363636,2.988372093023256
2.3698529411764704,1.0,1.0,1.0,3.707848837209302
1.0,1.0,1.0,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0,1.0,1.0272727272727273,1.0
1.4566176470588235,1.0,1.0,2.881818181818182,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0397058823529413,1.0,1.0737704918032787,1.0,1.0
1.2514705882352941,1.0,1.4672131147540983,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.225,1.0,1.418032786885246,1.0,1.0
1.2117647058823529,1.0,1.3934426229508197,1.0,1.0
1.2183823529411764,1.0,1.4057377049180328,1.0,1.0
1.125735294117647,1.0,1.2336065573770492,1.0,1.0
1.4036764705882354,1.0,1.75,1.0,1.0
1.1588235294117646,1.0,1.2950819672131146,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0595588235294118,1.0,1.0,1.2454545454545454,1.0
1.1654411764705883,1.0,1.0,1.6818181818181819,1.0
1.0,1.0,1.0,1.0,1.0
1.099264705882353,1.013235294117647,1.1598360655737705,1.0,1.0
1.2845588235294119,1.2316176470588236,1.098360655737705,1.0,1.0
1.1786764705882353,1.1786764705882353,1.0,1.0,1.0
1.013235294117647,1.013235294117647,1.0,1.0,1.0
1.3044117647058824,1.3044117647058824,1.0,1.0,1.0
1.7345588235294118,1.7345588235294118,1.0,1.0,1.0
2.5816176470588235,2.5816176470588235,1.0,1.0,1.0
1.2779411764705881,1.2514705882352941,1.0491803278688525,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.8669117647058824,1.8669117647058824,1.0,1.0,1.0
1.013235294117647,1.013235294117647,1.0,1.0,1.0
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.099264705882353,1.0794117647058823,1.0368852459016393,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.549264705882353,1.549264705882353,1.0,1.0,1.0
3.2169117647058822,3.2169117647058822,1.0,1.0,1.0
7.591176470588235,7.591176470588235,1.0,1.0,1.0
1.4830882352941175,1.4830882352941175,1.0,1.0,1.0
1.575735294117647,1.2977941176470589,1.5163934426229508,1.0,1.0
1.9794117647058824,1.0,1.8975409836065573,1.0,1.9811046511627906
1.5095588235294117,1.0,1.4918032786885247,1.0,1.4840116279069768
2.760294117647059,1.0,1.0122950819672132,1.0,4.466569767441861
1.2713235294117646,1.0,1.0,1.0,1.5363372093023258
1.1852941176470588,1.0,1.0,1.0,1.3662790697674418
1.0794117647058823,1.0,1.0,1.0,1.1569767441860466
1.1323529411764706,1.0,1.0,1.0,1.2616279069767442
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2316176470588236,1.0,1.0,1.9545454545454546,1.0
1.0,1.0,1.0,1.0,1.0
1.4698529411764705,1.0,1.0,1.0,1.9287790697674418
1.3639705882352942,1.0,1.0,1.0,1.7194767441860466
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.0330882352941178,1.0,1.0614754098360655,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0198529411764705,1.0,1.0,1.0818181818181818,1.0
1.45,1.0,1.0,2.8545454545454545,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1919117647058823,1.0,1.0,1.790909090909091,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1323529411764706,1.0,1.2459016393442623,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1985294117647058,1.0,1.3688524590163933,1.0,1.0
1.3705882352941177,1.0,1.6885245901639343,1.0,1.0
1.3772058823529412,1.0,1.7008196721311477,1.0,1.0
1.1323529411764706,1.0,1.2459016393442623,1.0,1.0
1.1058823529411765,1.0,1.1967213114754098,1.0,1.0
1.0860294117647058,1.0,1.1598360655737705,1.0,1.0
1.0463235294117648,1.0,1.0860655737704918,1.0,1.0
1.0794117647058823,1.0,1.1475409836065573,1.0,1.0
1.1588235294117646,1.0,1.2950819672131146,1.0,1.0
1.0595588235294118,1.0,1.110655737704918,1.0,1.0
1.1191176470588236,1.0,1.221311475409836,1.0,1.0
1.2514705882352941,1.0,1.4672131147540983,1.0,1.0
1.0860294117647058,1.0,1.1598360655737705,1.0,1.0
1.0926470588235295,1.0,1.1721311475409837,1.0,1.0
1.1191176470588236,1.0,1.221311475409836,1.0,1.0
1.1191176470588236,1.0,1.221311475409836,1.0,1.0
1.1852941176470588,1.0,1.1598360655737705,1.4090909090909092,1.0
1.2647058823529411,1.0330882352941178,1.4057377049180328,1.0545454545454545,1.0
1.1058823529411765,1.0,1.1967213114754098,1.0,1.0
1.0397058823529413,1.0,1.0737704918032787,1.0,1.0
1.0794117647058823,1.0,1.1475409836065573,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.5558823529411765,1.522794117647059,1.0614754098360655,1.0,1.0
1.3110294117647059,1.2911764705882354,1.0368852459016393,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.099264705882353,1.099264705882353,1.0,1.0,1.0
1.2051470588235293,1.1720588235294118,1.0614754098360655,1.0,1.0
1.1125,1.0,1.209016393442623,1.0,1.0
1.0397058823529413,1.0,1.0737704918032787,1.0,1.0
1.2316176470588236,1.099264705882353,1.2459016393442623,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
3.4154411764705883,3.4154411764705883,1.0,1.0,1.0
4.050735294117647,4.050735294117647,1.0,1.0,1.0
2.0058823529411764,2.0058823529411764,1.0,1.0,1.0
1.6154411764705883,1.4963235294117647,1.221311475409836,1.0,1.0
1.886764705882353,1.5294117647058822,1.1721311475409837,1.0,1.5232558139534884
1.2845588235294119,1.0,1.4549180327868854,1.0,1.0784883720930232
1.2713235294117646,1.0,1.3811475409836065,1.0,1.130813953488372
1.125735294117647,1.0,1.2336065573770492,1.0,1.0
1.0595588235294118,1.0,1.110655737704918,1.0,1.0
1.0463235294117648,1.0,1.0860655737704918,1.0,1.0
1.0529411764705883,1.0,1.098360655737705,1.0,1.0
1.0463235294117648,1.0,1.0860655737704918,1.0,1.0
1.4897058823529412,1.0,1.0860655737704918,2.827272727272727,1.0
1.138970588235294,1.0,1.0491803278688525,1.4636363636363636,1.0
1.1588235294117646,1.0,1.0245901639344261,1.0,1.2877906976744187
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.5161764705882352,1.0,1.0245901639344261,1.0,1.994186046511628
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0794117647058823,1.0,1.0,1.3272727272727272,1.0
1.0198529411764705,1.0,1.0,1.0818181818181818,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2647058823529411,1.0,1.4918032786885247,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1720588235294118,1.0,1.319672131147541,1.0,1.0
1.5294117647058822,1.0,1.9836065573770492,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0529411764705883,1.0,1.0,1.0,1.1046511627906976
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.0397058823529413,1.0,1.0737704918032787,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0595588235294118,1.0,1.0,1.2454545454545454,1.0
1.0397058823529413,1.0,1.0,1.1636363636363636,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2316176470588236,1.2316176470588236,1.0,1.0,1.0
1.423529411764706,1.423529411764706,1.0,1.0,1.0
1.0595588235294118,1.0595588235294118,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0397058823529413,1.0,1.0737704918032787,1.0,1.0
1.7411764705882353,1.4036764705882354,1.6270491803278688,1.0,1.0
1.0595588235294118,1.0,1.110655737704918,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2514705882352941,1.2514705882352941,1.0,1.0,1.0
4.421323529411764,4.421323529411764,1.0,1.0,1.0
1.2316176470588236,1.2316176470588236,1.0,1.0,1.0
3.236764705882353,3.236764705882353,1.0,1.0,1.0
1.9529411764705882,1.9198529411764707,1.0614754098360655,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0397058823529413,1.0,1.0,1.0,1.0784883720930232
1.0,1.0,1.0,1.0,1.0
1.0661764705882353,1.0,1.1229508196721312,1.0,1.0
1.0926470588235295,1.0,1.1721311475409837,1.0,1.0
1.0727941176470588,1.0,1.1352459016393444,1.0,1.0
1.0463235294117648,1.0,1.0860655737704918,1.0,1.0
1.0463235294117648,1.0,1.0491803278688525,1.0818181818181818,1.0
1.5294117647058822,1.0,1.0245901639344261,3.1272727272727274,1.0
1.2713235294117646,1.0,1.0,2.118181818181818,1.0
1.0066176470588235,1.0,1.0,1.0272727272727273,1.0
1.0926470588235295,1.0,1.0,1.3545454545454545,1.0130813953488371
1.2580882352941176,1.0,1.0,1.0545454545454545,1.4840116279069768
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.013235294117647,1.0,1.0,1.0545454545454545,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0330882352941178,1.0,1.0614754098360655,1.0,1.0
1.3110294117647059,1.0,1.5778688524590163,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.3110294117647059,1.0,1.5778688524590163,1.0,1.0
1.0330882352941178,1.0,1.0614754098360655,1.0,1.0
1.1455882352941176,1.0,1.0,1.0,1.2877906976744187
1.0595588235294118,1.0,1.0,1.0,1.117732558139535
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.3308823529411764,1.0,1.0,2.3636363636363638,1.0
1.0595588235294118,1.0,1.0,1.2454545454545454,1.0
1.0066176470588235,1.0,1.0,1.0272727272727273,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1588235294117646,1.1588235294117646,1.0,1.0,1.0
1.238235294117647,1.238235294117647,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.3772058823529412,1.324264705882353,1.098360655737705,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0330882352941178,1.0330882352941178,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.5823529411764707,1.5823529411764707,1.0,1.0,1.0
1.1058823529411765,1.1058823529411765,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2051470588235293,1.2051470588235293,1.0,1.0,1.0
1.1323529411764706,1.0926470588235295,1.0737704918032787,1.0,1.0
1.0727941176470588,1.0529411764705883,1.0368852459016393,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0330882352941178,1.0,1.0614754098360655,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0529411764705883,1.0,1.0,1.2181818181818183,1.0
2.5948529411764705,1.0,1.0,7.572727272727273,1.0
1.602205882352941,1.0,1.0,3.481818181818182,1.0
1.0397058823529413,1.0,1.0,1.1636363636363636,1.0
1.0330882352941178,1.0,1.0,1.0,1.065406976744186
1.1323529411764706,1.0,1.0,1.0,1.2616279069767442
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1125,1.0,1.0,1.4636363636363636,1.0
1.0727941176470588,1.0,1.0,1.3,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1588235294117646,1.0,1.2950819672131146,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0926470588235295,1.0,1.1721311475409837,1.0,1.0
1.1786764705882353,1.0,1.0,1.0,1.3531976744186047
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0330882352941178,1.0,1.0,1.1363636363636362,1.0
1.1058823529411765,1.0,1.0,1.4363636363636363,1.0
1.013235294117647,1.0,1.0,1.0545454545454545,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0661764705882353,1.0661764705882353,1.0,1.0,1.0
1.2911764705882354,1.2911764705882354,1.0,1.0,1.0
1.013235294117647,1.0066176470588235,1.0122950819672132,1.0,1.0
1.0926470588235295,1.013235294117647,1.1475409836065573,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0330882352941178,1.0330882352941178,1.0,1.0,1.0
1.1654411764705883,1.1654411764705883,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.5161764705882352,1.5161764705882352,1.0,1.0,1.0
1.138970588235294,1.138970588235294,1.0,1.0,1.0
1.1985294117647058,1.1985294117647058,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.0330882352941178,1.0,1.0614754098360655,1.0,1.0
1.013235294117647,1.013235294117647,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0397058823529413,1.0,1.0,1.1636363636363636,1.0
2.952205882352941,1.0,1.0,9.045454545454545,1.0
1.6683823529411765,1.0,1.0,3.7545454545454544,1.0
1.2977941176470589,1.0,1.0,2.227272727272727,1.0
1.0,1.0,1.0,1.0,1.0
1.2779411764705881,1.0,1.0,1.0,1.5494186046511627
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1720588235294118,1.0,1.0,1.709090909090909,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
