average,boston-seaport,singapore-onenorth,singapore-queenstown,singapore-hollandvillage
1.4698529411764705,1.0,1.8729508196721312,1.0,1.0
1.152205882352941,1.0,1.2827868852459017,1.0,1.0
1.8470588235294119,1.0,2.5737704918032787,1.0,1.0
2.2705882352941176,1.0,3.360655737704918,1.0,1.0
1.0066176470588235,1.0,1.0,1.0,1.0130813953488371
1.0463235294117648,1.0,1.0,1.0,1.0915697674418605
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.4433823529411764,1.0,1.8237704918032787,1.0,1.0
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.1852941176470588,1.0,1.0,1.7636363636363637,1.0
1.1058823529411765,1.0,1.0,1.4363636363636363,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1720588235294118,1.1720588235294118,1.0,1.0,1.0
1.575735294117647,1.575735294117647,1.0,1.0,1.0
1.2183823529411764,1.2183823529411764,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.3110294117647059,1.3110294117647059,1.0,1.0,1.0
1.761029411764706,1.761029411764706,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1852941176470588,1.1852941176470588,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.4764705882352942,1.4764705882352942,1.0,1.0,1.0
1.463235294117647,1.463235294117647,1.0,1.0,1.0
1.0198529411764705,1.0,1.0,1.0,1.0392441860465116
1.1786764705882353,1.0,1.0,1.0,1.3531976744186047
1.1058823529411765,1.0,1.0,1.0,1.2093023255813953
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.138970588235294,1.0,1.2581967213114753,1.0,1.0
1.125735294117647,1.0,1.2336065573770492,1.0,1.0
1.1588235294117646,1.0,1.2950819672131146,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0860294117647058,1.0860294117647058,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0529411764705883,1.0529411764705883,1.0,1.0,1.0
2.634558823529412,2.634558823529412,1.0,1.0,1.0
2.3036764705882353,2.3036764705882353,1.0,1.0,1.0
1.6816176470588236,1.6816176470588236,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.6749999999999998,1.6749999999999998,1.0,1.0,1.0
1.3904411764705882,1.3838235294117647,1.0122950819672132,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0661764705882353,1.0,1.1229508196721312,1.0,1.0
1.225,1.0,1.418032786885246,1.0,1.0
1.3705882352941177,1.0,1.6885245901639343,1.0,1.0
1.2316176470588236,1.0,1.430327868852459,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.3705882352941177,1.0,1.6885245901639343,1.0,1.0
2.045588235294118,1.0,2.942622950819672,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0,1.0,1.0,1.0130813953488371
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0727941176470588,1.0,1.1352459016393444,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.4169117647058824,1.0,1.0,2.7181818181818183,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2183823529411764,1.2183823529411764,1.0,1.0,1.0
1.4698529411764705,1.4698529411764705,1.0,1.0,1.0
1.0860294117647058,1.0860294117647058,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0397058823529413,1.0,1.0,1.1636363636363636,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0397058823529413,1.0397058823529413,1.0,1.0,1.0
1.4698529411764705,1.4698529411764705,1.0,1.0,1.0
1.886764705882353,1.886764705882353,1.0,1.0,1.0
1.2911764705882354,1.2911764705882354,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1058823529411765,1.0727941176470588,1.0,1.0,1.065406976744186
1.099264705882353,1.0198529411764705,1.0,1.0,1.1569767441860466
1.0066176470588235,1.0,1.0,1.0,1.0130813953488371
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.099264705882353,1.0,1.1844262295081966,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1985294117647058,1.1985294117647058,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0529411764705883,1.0529411764705883,1.0,1.0,1.0
1.7345588235294118,1.7345588235294118,1.0,1.0,1.0
2.449264705882353,2.449264705882353,1.0,1.0,1.0
1.6154411764705883,1.6154411764705883,1.0,1.0,1.0
2.052205882352941,2.052205882352941,1.0,1.0,1.0
2.0786764705882352,2.0786764705882352,1.0,1.0,1.0
1.4963235294117647,1.4963235294117647,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.7544117647058823,1.7080882352941176,1.0860655737704918,1.0,1.0
1.1125,1.1125,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0529411764705883,1.0,1.098360655737705,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.1455882352941176,1.0,1.2704918032786885,1.0,1.0
1.125735294117647,1.0,1.2336065573770492,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1455882352941176,1.0,1.2704918032786885,1.0,1.0
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0397058823529413,1.0,1.0,1.0,1.0784883720930232
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2448529411764706,1.0,1.4549180327868854,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.1058823529411765,1.0,1.0,1.4363636363636363,1.0
1.1654411764705883,1.0,1.0,1.6818181818181819,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0330882352941178,1.0330882352941178,1.0,1.0,1.0
1.423529411764706,1.423529411764706,1.0,1.0,1.0
1.225,1.225,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0397058823529413,1.0,1.0,1.1636363636363636,1.0
1.0330882352941178,1.0,1.0,1.1363636363636362,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.225,1.225,1.0,1.0,1.0
1.3441176470588236,1.3441176470588236,1.0,1.0,1.0
1.013235294117647,1.013235294117647,1.0,1.0,1.0
1.1191176470588236,1.1191176470588236,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0198529411764705,1.0,1.0,1.0,1.0392441860465116
1.0066176470588235,1.0,1.0,1.0,1.0130813953488371
1.2183823529411764,1.2183823529411764,1.0,1.0,1.0
1.0926470588235295,1.0926470588235295,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2647058823529411,1.1985294117647058,1.1229508196721312,1.0,1.0
1.2117647058823529,1.0,1.3934426229508197,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0727941176470588,1.0727941176470588,1.0,1.0,1.0
1.0926470588235295,1.0926470588235295,1.0,1.0,1.0
1.0595588235294118,1.0595588235294118,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.3308823529411764,1.3308823529411764,1.0,1.0,1.0
1.800735294117647,1.800735294117647,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.125735294117647,1.125735294117647,1.0,1.0,1.0
1.0397058823529413,1.0397058823529413,1.0,1.0,1.0
1.6551470588235295,1.6551470588235295,1.0,1.0,1.0
1.1058823529411765,1.1058823529411765,1.0,1.0,1.0
1.0661764705882353,1.0,1.1229508196721312,1.0,1.0
1.2845588235294119,1.0,1.528688524590164,1.0,1.0
1.0794117647058823,1.0,1.1475409836065573,1.0,1.0
1.099264705882353,1.0,1.1844262295081966,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0661764705882353,1.0,1.1229508196721312,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0397058823529413,1.0,1.0737704918032787,1.0,1.0
1.0661764705882353,1.0,1.1229508196721312,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0595588235294118,1.0,1.0,1.0,1.117732558139535
1.0198529411764705,1.0,1.0,1.0,1.0392441860465116
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2580882352941176,1.0,1.4795081967213115,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.2514705882352941,1.0,1.0,2.036363636363636,1.0
1.0066176470588235,1.0,1.0,1.0272727272727273,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0727941176470588,1.0727941176470588,1.0,1.0,1.0
1.1985294117647058,1.1985294117647058,1.0,1.0,1.0
1.0397058823529413,1.0397058823529413,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1985294117647058,1.0,1.0,1.8181818181818183,1.0
1.0,1.0,1.0,1.0,1.0
1.138970588235294,1.0,1.0,1.5727272727272728,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1191176470588236,1.1191176470588236,1.0,1.0,1.0
1.324264705882353,1.324264705882353,1.0,1.0,1.0
1.1058823529411765,1.1058823529411765,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.013235294117647,1.013235294117647,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0,1.0,1.0,1.0130813953488371
1.013235294117647,1.0,1.0,1.0,1.0261627906976745
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0926470588235295,1.0926470588235295,1.0,1.0,1.0
1.0529411764705883,1.0529411764705883,1.0,1.0,1.0
1.2051470588235293,1.2051470588235293,1.0,1.0,1.0
1.4433823529411764,1.2051470588235293,1.4426229508196722,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0529411764705883,1.0,1.098360655737705,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0926470588235295,1.0926470588235295,1.0,1.0,1.0
1.4301470588235294,1.4301470588235294,1.0,1.0,1.0
1.125735294117647,1.125735294117647,1.0,1.0,1.0
1.1588235294117646,1.1588235294117646,1.0,1.0,1.0
1.0198529411764705,1.0198529411764705,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1058823529411765,1.1058823529411765,1.0,1.0,1.0
2.1845588235294118,2.1845588235294118,1.0,1.0,1.0
1.1985294117647058,1.1985294117647058,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.4698529411764705,1.0,1.8729508196721312,1.0,1.0
1.8536764705882351,1.0595588235294118,2.4754098360655736,1.0,1.0
1.886764705882353,1.688235294117647,1.3688524590163933,1.0,1.0
1.8602941176470589,1.3044117647058824,2.0327868852459017,1.0,1.0
1.3044117647058824,1.0,1.5655737704918034,1.0,1.0
1.0198529411764705,1.0,1.0368852459016393,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0595588235294118,1.0,1.110655737704918,1.0,1.0
1.0330882352941178,1.0,1.0614754098360655,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1058823529411765,1.0,1.0,1.0,1.2093023255813953
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1654411764705883,1.1654411764705883,1.0,1.0,1.0
1.1852941176470588,1.1852941176470588,1.0,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.1058823529411765,1.0,1.1967213114754098,1.0,1.0
1.45,1.0,1.8237704918032787,1.0272727272727273,1.0
1.2448529411764706,1.0,1.0,2.009090909090909,1.0
1.026470588235294,1.026470588235294,1.0,1.0,1.0
1.0661764705882353,1.0661764705882353,1.0,1.0,1.0
1.0727941176470588,1.0727941176470588,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1191176470588236,1.0,1.0,1.490909090909091,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1720588235294118,1.1720588235294118,1.0,1.0,1.0
1.2514705882352941,1.2514705882352941,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0595588235294118,1.0,1.0,1.0,1.117732558139535
1.0595588235294118,1.0,1.0,1.0,1.117732558139535
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1985294117647058,1.0,1.3688524590163933,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1125,1.1125,1.0,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0066176470588235,1.0,1.0122950819672132,1.0,1.0
1.1125,1.1125,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.2316176470588236,1.2316176470588236,1.0,1.0,1.0
1.099264705882353,1.099264705882353,1.0,1.0,1.0
2.224264705882353,2.177941176470588,1.0860655737704918,1.0,1.0
2.0125,1.9794117647058824,1.0614754098360655,1.0,1.0
1.099264705882353,1.0926470588235295,1.0122950819672132,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
2.1845588235294118,2.1845588235294118,1.0,1.0,1.0
1.1455882352941176,1.1455882352941176,1.0,1.0,1.0
1.125735294117647,1.125735294117647,1.0,1.0,1.0
1.2051470588235293,1.0,1.3811475409836065,1.0,1.0
2.0919117647058822,1.0,3.028688524590164,1.0,1.0
1.3772058823529412,1.099264705882353,1.5163934426229508,1.0,1.0
2.5617647058823527,2.522058823529412,1.0737704918032787,1.0,1.0
1.886764705882353,1.886764705882353,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.013235294117647,1.0,1.0245901639344261,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.238235294117647,1.0,1.4426229508196722,1.0,1.0
1.3110294117647059,1.0,1.5778688524590163,1.0,1.0
1.0661764705882353,1.0,1.1229508196721312,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1125,1.0,1.0,1.0,1.2223837209302326
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1058823529411765,1.0,1.1967213114754098,1.0,1.0
1.5029411764705882,1.0,1.9344262295081966,1.0,1.0
1.4169117647058824,1.1919117647058823,1.0,1.9272727272727272,1.0
1.2580882352941176,1.1786764705882353,1.0,1.3272727272727272,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.013235294117647,1.0,1.0,1.0545454545454545,1.0
1.0794117647058823,1.0794117647058823,1.0,1.0,1.0
1.1323529411764706,1.1323529411764706,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0661764705882353,1.0661764705882353,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0794117647058823,1.0,1.0,1.0,1.1569767441860466
1.0661764705882353,1.0,1.0,1.0,1.130813953488372
1.0198529411764705,1.0,1.0,1.0,1.0392441860465116
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1985294117647058,1.0,1.3688524590163933,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.1720588235294118,1.1058823529411765,1.1229508196721312,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0066176470588235,1.0066176470588235,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.026470588235294,1.0,1.0491803278688525,1.0,1.0
1.0397058823529413,1.0,1.0737704918032787,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.1985294117647058,1.1985294117647058,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.3044117647058824,1.3044117647058824,1.0,1.0,1.0
1.536029411764706,1.4566176470588235,1.1475409836065573,1.0,1.0
1.3441176470588236,1.0463235294117648,1.5532786885245902,1.0,1.0
1.536029411764706,1.0,1.9959016393442623,1.0,1.0
1.1720588235294118,1.0,1.319672131147541,1.0,1.0
